Gene stable ID,Gene name,Zebrafish gene stable ID,Zebrafish gene name,Zebrafish homology type,"Zebrafish orthology confidence [0 low, 1 high]",Zebrafish Gene-order conservation score
ENSG00000105852,PON3,ENSDARG00000097789,pon3.2,ortholog_many2many,0,0
ENSG00000247315,ZCCHC3,,,,,
ENSG00000284045,,,,,,
ENSG00000286158,,,,,,
ENSG00000283812,GPR22,,,,,
ENSG00000125875,TBC1D20,ENSDARG00000032298,tbc1d20,ortholog_one2one,1,25
ENSG00000248448,COX5BP1,,,,,
ENSG00000259173,,,,,,
ENSG00000279016,,,,,,
ENSG00000250100,,,,,,
ENSG00000259057,THRAP3P2,,,,,
ENSG00000270017,,,,,,
ENSG00000248209,,,,,,
ENSG00000145358,DDIT4L,,,,,
ENSG00000270919,,,,,,
ENSG00000284103,DUS4L,,,,,
ENSG00000259744,,,,,,
ENSG00000259250,,,,,,
ENSG00000259208,RPL7L1P15,,,,,
ENSG00000259763,LINC02157,,,,,
ENSG00000277000,DUSP12P1,,,,,
ENSG00000236691,NDUFA4P2,,,,,
ENSG00000181026,AEN,ENSDARG00000037002,zgc:152968,ortholog_many2many,0,0
ENSG00000181026,AEN,ENSDARG00000026986,rexo1,ortholog_many2many,0,0
ENSG00000134594,RAB33A,ENSDARG00000057394,rab33a,ortholog_one2one,1,0
ENSG00000152749,GPR180,ENSDARG00000099851,GPR180,ortholog_one2one,1,0
ENSG00000251687,,,,,,
ENSG00000151466,SCLT1,ENSDARG00000057248,sclt1,ortholog_one2one,1,50
ENSG00000249026,CTNNA1P1,,,,,
ENSG00000251261,OR7H2P,,,,,
ENSG00000131969,ABHD12B,ENSDARG00000071004,abhd12,ortholog_many2many,0,0
ENSG00000131969,ABHD12B,ENSDARG00000092071,si:ch211-117n7.6,ortholog_many2many,0,0
ENSG00000131969,ABHD12B,ENSDARG00000069828,si:ch211-117n7.7,ortholog_many2many,0,0
ENSG00000114423,CBLB,ENSDARG00000015199,cblb,ortholog_one2one,1,75
ENSG00000251281,,,,,,
ENSG00000287879,,,,,,
ENSG00000285616,,,,,,
ENSG00000229442,THEMIS3P,,,,,
ENSG00000250444,CCT5P1,,,,,
ENSG00000225212,AKR1B1P6,,,,,
ENSG00000272203,,,,,,
ENSG00000173926,MARCHF3,ENSDARG00000062959,zgc:158785,ortholog_many2many,1,0
ENSG00000222129,RNA5SP36,,,,,
ENSG00000206418,RAB12,ENSDARG00000089428,rab12,ortholog_one2one,1,50
ENSG00000274168,RN7SL585P,,,,,
ENSG00000056277,ZNF280C,,,,,
ENSG00000227640,SOX21-AS1,,,,,
ENSG00000125285,SOX21,ENSDARG00000008540,sox21b,ortholog_one2one,1,50
ENSG00000235768,BRD7P5,,,,,
ENSG00000237924,RPL21P112,,,,,
ENSG00000260962,LINC00557,,,,,
ENSG00000252335,RNU6-62P,,,,,
ENSG00000229530,,,,,,
ENSG00000106809,OGN,ENSDARG00000044132,ogna,ortholog_one2many,1,100
ENSG00000106809,OGN,ENSDARG00000031489,ognb,ortholog_one2many,1,0
ENSG00000125257,ABCC4,ENSDARG00000058953,abcc4,ortholog_one2one,1,50
ENSG00000266708,,,,,,
ENSG00000066926,FECH,ENSDARG00000003462,fech,ortholog_one2one,1,50
ENSG00000182625,,,,,,
ENSG00000259602,,,,,,
ENSG00000260882,,,,,,
ENSG00000250825,PGAM1P12,,,,,
ENSG00000118894,EEF2KMT,ENSDARG00000054950,eef2kmt,ortholog_one2many,1,25
ENSG00000261665,TUBAP4,,,,,
ENSG00000173867,,,,,,
ENSG00000243859,RPL5P17,,,,,
ENSG00000279860,,,,,,
ENSG00000137845,ADAM10,ENSDARG00000053468,adam10a,ortholog_many2many,1,50
ENSG00000137845,ADAM10,ENSDARG00000015502,adam10b,ortholog_many2many,1,25
ENSG00000137845,ADAM10,ENSDARG00000057138,adam9b,ortholog_many2many,0,0
ENSG00000248170,,,,,,
ENSG00000250947,TRPC7-AS2,,,,,
ENSG00000249360,TOMM40P3,,,,,
ENSG00000284068,KPNA7,,,,,
ENSG00000157111,TMEM171,,,,,
ENSG00000180828,BHLHE22,ENSDARG00000058039,bhlhe22,ortholog_one2one,1,50
ENSG00000147676,MAL2,ENSDARG00000077637,mal2,ortholog_one2one,1,75
ENSG00000106366,SERPINE1,ENSDARG00000056795,serpine1,ortholog_one2one,1,50
ENSG00000276160,GGTLC5P,,,,,
ENSG00000257764,,,,,,
ENSG00000257515,,,,,,
ENSG00000255974,CYP2A6,,,,,
ENSG00000236348,PSMC1P10,,,,,
ENSG00000276874,,,,,,
ENSG00000226247,SUPT4H1P1,,,,,
ENSG00000284932,,,,,,
ENSG00000275060,PPP1R26P3,,,,,
ENSG00000183785,TUBA8,,,,,
ENSG00000164219,PGGT1B,ENSDARG00000103464,pggt1b,ortholog_one2one,1,25
ENSG00000284582,,,,,,
ENSG00000283852,BCAP29,,,,,
ENSG00000253994,NDUFB9P3,,,,,
ENSG00000115464,USP34,ENSDARG00000102252,USP34,ortholog_one2one,1,50
ENSG00000182674,KCNB2,ENSDARG00000038862,kcnb2a,ortholog_one2many,0,0
ENSG00000182674,KCNB2,ENSDARG00000088842,kcnb2b,ortholog_one2many,1,100
ENSG00000284201,,,,,,
ENSG00000206797,Y_RNA,,,,,
ENSG00000106819,ASPN,ENSDARG00000002192,aspn,ortholog_one2one,1,75
ENSG00000213003,BTF3P12,,,,,
ENSG00000287949,,,,,,
ENSG00000101266,CSNK2A1,ENSDARG00000091702,csnk2a4,ortholog_one2many,0,0
ENSG00000176853,FAM91A1,ENSDARG00000003320,fam91a1,ortholog_one2one,1,25
ENSG00000237551,RPL21P74,,,,,
ENSG00000224223,VSTM2A-OT1,,,,,
ENSG00000271159,HINT1P2,,,,,
ENSG00000005421,PON1,ENSDARG00000016856,pon2,ortholog_many2many,0,0
ENSG00000005421,PON1,ENSDARG00000040290,pon3.1,ortholog_many2many,0,0
ENSG00000005421,PON1,ENSDARG00000032496,pon1,ortholog_many2many,0,0
ENSG00000005421,PON1,ENSDARG00000097789,pon3.2,ortholog_many2many,0,0
ENSG00000156709,AIFM1,ENSDARG00000058088,aifm1,ortholog_one2one,1,0
ENSG00000196091,MYBPC1,ENSDARG00000045560,mybpc1,ortholog_one2one,1,75
ENSG00000258745,,,,,,
ENSG00000258587,METTL5P1,,,,,
ENSG00000287859,,,,,,
ENSG00000119689,DLST,ENSDARG00000014230,dlst,ortholog_one2one,1,25
ENSG00000189114,BLOC1S3,ENSDARG00000068828,bloc1s3,ortholog_one2many,0,0
ENSG00000189114,BLOC1S3,ENSDARG00000097344,,ortholog_one2many,0,0
ENSG00000239900,ADSL,ENSDARG00000017049,adsl,ortholog_one2one,1,0
ENSG00000264158,MIR4670,,,,,
ENSG00000225551,,,,,,
ENSG00000285650,,,,,,
ENSG00000266953,,,,,,
ENSG00000213669,RPL21P86,,,,,
ENSG00000165115,KIF27,,,,,
ENSG00000198251,CYP2A7P2,,,,,
ENSG00000164197,RNF180,ENSDARG00000073720,rnf180a,ortholog_one2many,1,50
ENSG00000164197,RNF180,ENSDARG00000057101,rnf180b,ortholog_one2many,0,25
ENSG00000110237,ARHGEF17,ENSDARG00000101644,arhgef17,ortholog_one2one,1,25
ENSG00000138769,CDKL2,,,,,
ENSG00000269353,,,,,,
ENSG00000291604,,,,,,
ENSG00000291605,,,,,,
ENSG00000161281,COX7A1,,,,,
ENSG00000291606,ADAMTSL3,,,,,
ENSG00000019991,HGF,ENSDARG00000045544,hgfa,ortholog_one2many,0,25
ENSG00000019991,HGF,ENSDARG00000079076,hgfb,ortholog_one2many,1,50
ENSG00000291607,TUBAP4,,,,,
ENSG00000291608,SH3GL3,,,,,
ENSG00000140600,SH3GL3,ENSDARG00000007302,sh3gl3b,ortholog_one2many,0,0
ENSG00000140600,SH3GL3,ENSDARG00000013360,sh3gl3a,ortholog_one2many,0,25
ENSG00000227689,SRP68P2,,,,,
ENSG00000273963,ENPP7P14,,,,,
ENSG00000291609,RNU6-401P,,,,,
ENSG00000291610,RNU6-1339P,,,,,
ENSG00000261811,LINC02164,,,,,
ENSG00000291611,,,,,,
ENSG00000291612,CSPG4P11,,,,,
ENSG00000227077,,,,,,
ENSG00000276532,Metazoa_SRP,,,,,
ENSG00000291613,RN7SL331P,,,,,
ENSG00000262262,,,,,,
ENSG00000291614,UBE2Q2P8,,,,,
ENSG00000260817,,,,,,
ENSG00000291615,,,,,,
ENSG00000287058,,,,,,
ENSG00000291616,RN7SL417P,,,,,
ENSG00000291617,,,,,,
ENSG00000242278,RPS3AP48,,,,,
ENSG00000291618,CSPG4P5,,,,,
ENSG00000291619,UBE2Q2P11,,,,,
ENSG00000291620,UBE2Q2P12,,,,,
ENSG00000291621,,,,,,
ENSG00000291622,,,,,,
ENSG00000291623,,,,,,
ENSG00000174977,PAIP1P2,,,,,
ENSG00000267182,SNRPCP20,,,,,
ENSG00000291624,,,,,,
ENSG00000224126,UBE2SP2,,,,,
ENSG00000261007,NPM1P3,,,,,
ENSG00000265693,,,,,,
ENSG00000260338,LINC01570,,,,,
ENSG00000291625,ZSCAN2,,,,,
ENSG00000171931,FBXW10,ENSDARG00000086484,fbxw10,ortholog_one2many,0,0
ENSG00000273648,MIR8065,,,,,
ENSG00000270440,,,,,,
ENSG00000280000,,,,,,
ENSG00000257180,,,,,,
ENSG00000291626,,,,,,
ENSG00000291627,,,,,,
ENSG00000291628,EGLN1P1,,,,,
ENSG00000291629,WDR73,,,,,
ENSG00000268163,,,,,,
ENSG00000286635,,,,,,
ENSG00000260835,,,,,,
ENSG00000278975,,,,,,
ENSG00000259963,,,,,,
ENSG00000252080,RNU7-99P,,,,,
ENSG00000200869,RNU6-457P,,,,,
ENSG00000212189,RNU6-328P,,,,,
ENSG00000138639,ARHGAP24,ENSDARG00000100973,arhgap24,ortholog_one2one,1,50
ENSG00000240419,,,,,,
ENSG00000145649,GZMA,,,,,
ENSG00000283584,,,,,,
ENSG00000261198,,,,,,
ENSG00000197408,CYP2B6,,,,,
ENSG00000291630,Metazoa_SRP,,,,,
ENSG00000291631,NMB,,,,,
ENSG00000252138,,,,,,
ENSG00000102891,MT4,ENSDARG00000041623,mt2,ortholog_one2many,1,50
ENSG00000291633,UBE2Q2P16,,,,,
ENSG00000291634,,,,,,
ENSG00000253318,TMCC1P1,,,,,
ENSG00000291635,GOLGA2P7,,,,,
ENSG00000291636,DNM1P51,,,,,
ENSG00000291637,GOLGA6L5P,,,,,
ENSG00000134508,CABLES1,ENSDARG00000099395,cables1,ortholog_one2one,0,0
ENSG00000291638,UBE2Q2P1,,,,,
ENSG00000291639,LINC00933,,,,,
ENSG00000291640,EFL1P1,,,,,
ENSG00000291641,,,,,,
ENSG00000125148,MT2A,ENSDARG00000041623,mt2,ortholog_one2many,1,50
ENSG00000155926,SLA,ENSDARG00000100287,SLA,ortholog_one2many,1,100
ENSG00000155926,SLA,ENSDARG00000054340,sla1a,ortholog_one2many,1,50
ENSG00000291642,SCAND2P,,,,,
ENSG00000284900,KBTBD4,,,,,
ENSG00000291643,,,,,,
ENSG00000291644,,,,,,
ENSG00000291645,UBE2Q2P1,,,,,
ENSG00000218261,RPA3P2,,,,,
ENSG00000146383,TAAR6,,,,,
ENSG00000198523,PLN,ENSDARG00000097256,pln2,ortholog_one2one,0,25
ENSG00000291646,LINC00933,,,,,
ENSG00000291647,,,,,,
ENSG00000219088,,,,,,
ENSG00000111885,MAN1A1,ENSDARG00000005652,man1a1,ortholog_one2one,1,100
ENSG00000155329,ZCCHC10,ENSDARG00000091092,zcchc10,ortholog_one2one,1,25
ENSG00000218213,FTH1P26,,,,,
ENSG00000235972,,,,,,
ENSG00000260823,,,,,,
ENSG00000226207,,,,,,
ENSG00000217495,,,,,,
ENSG00000169715,MT1E,ENSDARG00000041623,mt2,ortholog_one2many,0,50
ENSG00000254511,,,,,,
ENSG00000225215,SMARCE1P1,,,,,
ENSG00000255149,,,,,,
ENSG00000047932,GOPC,ENSDARG00000023117,gopc,ortholog_one2one,1,100
ENSG00000255429,,,,,,
ENSG00000255241,,,,,,
ENSG00000227376,FTH1P16,,,,,
ENSG00000254702,,,,,,
ENSG00000275454,,,,,,
ENSG00000233497,HNRNPA1P60,,,,,
ENSG00000278146,,,,,,
ENSG00000260674,,,,,,
ENSG00000255014,ARL6IP1P3,,,,,
ENSG00000259494,MRPL46,ENSDARG00000016307,mrpl46,ortholog_one2one,1,25
ENSG00000285092,RNU5E-10P,,,,,
ENSG00000285139,,,,,,
ENSG00000166002,SMCO4,,,,,
ENSG00000284938,FAM180B,,,,,
ENSG00000239642,MEIKIN,,,,,
ENSG00000284838,C1QTNF4,,,,,
ENSG00000205364,MT1M,ENSDARG00000041623,mt2,ortholog_one2many,1,50
ENSG00000275610,DUX4L21,,,,,
ENSG00000105220,GPI,ENSDARG00000012987,gpia,ortholog_one2many,1,25
ENSG00000105220,GPI,ENSDARG00000103826,gpib,ortholog_one2many,1,25
ENSG00000186766,FOXI2,,,,,
ENSG00000149380,P4HA3,ENSDARG00000105349,si:cabz01069582.1,ortholog_one2many,0,0
ENSG00000149380,P4HA3,ENSDARG00000103692,p4ha3,ortholog_one2many,1,0
ENSG00000251395,FTH1P9,,,,,
ENSG00000285501,AGBL2,,,,,
ENSG00000146006,LRRTM2,ENSDARG00000071374,lrrtm2,ortholog_one2one,1,0
ENSG00000171928,TVP23B,ENSDARG00000057060,tvp23b,ortholog_many2many,1,0
ENSG00000171928,TVP23B,ENSDARG00000001804,zgc:112148,ortholog_many2many,0,0
ENSG00000165118,QNG1,ENSDARG00000041372,qng1,ortholog_one2one,1,100
ENSG00000165646,SLC18A2,ENSDARG00000015110,slc18a2,ortholog_one2one,1,25
ENSG00000280291,,,,,,
ENSG00000259500,KRT8P24,,,,,
ENSG00000145780,FEM1C,ENSDARG00000102147,fem1c,ortholog_one2one,1,50
ENSG00000259614,TUBAP12,,,,,
ENSG00000280048,,,,,,
ENSG00000205362,MT1A,ENSDARG00000041623,mt2,ortholog_one2many,1,50
ENSG00000259312,,,,,,
ENSG00000140443,IGF1R,ENSDARG00000027423,igf1ra,ortholog_one2many,1,50
ENSG00000140443,IGF1R,ENSDARG00000034434,igf1rb,ortholog_one2many,1,25
ENSG00000284179,MIR7-1,ENSDARG00000081109,dre-mir-7ba,ortholog_one2one,1,
ENSG00000202523,Y_RNA,,,,,
ENSG00000270166,,,,,,
ENSG00000263892,MIR4667,,,,,
ENSG00000159884,CCDC107,,,,,
ENSG00000250862,HMGB1P29,,,,,
ENSG00000205360,MT1CP,,,,,
ENSG00000250080,,,,,,
ENSG00000249605,,,,,,
ENSG00000169688,MT1B,ENSDARG00000041623,mt2,ortholog_one2many,1,50
ENSG00000248758,,,,,,
ENSG00000213891,RPL3P6,,,,,
ENSG00000206535,LNP1,,,,,
ENSG00000064652,SNX24,ENSDARG00000053527,snx24,ortholog_one2one,1,0
ENSG00000198417,MT1F,ENSDARG00000041623,mt2,ortholog_one2many,1,50
ENSG00000138640,FAM13A,ENSDARG00000116732,,ortholog_one2many,0,50
ENSG00000138640,FAM13A,ENSDARG00000075564,fam13a,ortholog_one2many,1,50
ENSG00000198208,RPS6KL1,ENSDARG00000079024,rps6kl1,ortholog_one2one,1,50
ENSG00000153266,FEZF2,ENSDARG00000070677,fezf2,ortholog_one2one,1,75
ENSG00000260574,,,,,,
ENSG00000118276,B4GALT6,ENSDARG00000037815,b4galt5,ortholog_one2one,0,0
ENSG00000155111,CDK19,ENSDARG00000043858,cdk19,ortholog_one2one,1,25
ENSG00000187193,MT1X,ENSDARG00000041623,mt2,ortholog_one2many,1,50
ENSG00000138472,GUCA1C,ENSDARG00000045737,guca1g,ortholog_many2many,0,0
ENSG00000138472,GUCA1C,ENSDARG00000044629,guca1d,ortholog_many2many,0,0
ENSG00000138472,GUCA1C,ENSDARG00000030758,guca1c,ortholog_many2many,0,0
ENSG00000138472,GUCA1C,ENSDARG00000052223,rcvrna,ortholog_many2many,0,0
ENSG00000138472,GUCA1C,ENSDARG00000111827,rcvrnb,ortholog_many2many,0,0
ENSG00000237472,ATP5PFP2,,,,,
ENSG00000223679,,,,,,
ENSG00000100218,RSPH14,ENSDARG00000017983,rsph14,ortholog_one2one,0,0
ENSG00000285582,,,,,,
ENSG00000229455,RPS10P18,,,,,
ENSG00000103316,CRYM,ENSDARG00000062817,crym,ortholog_one2one,1,25
ENSG00000187164,SHTN1,ENSDARG00000039697,shtn1,ortholog_one2one,1,75
ENSG00000137135,ARHGEF39,ENSDARG00000013476,arhgef39,ortholog_one2one,0,0
ENSG00000178660,ARMC10P1,,,,,
ENSG00000265478,,,,,,
ENSG00000274747,RN7SL627P,,,,,
ENSG00000284189,,,,,,
ENSG00000201489,Y_RNA,,,,,
ENSG00000277957,SENP3-EIF4A1,,,,,
ENSG00000230618,H3P12,,,,,
ENSG00000283985,LIAT1,,,,,
ENSG00000170017,ALCAM,ENSDARG00000058538,alcamb,ortholog_one2many,0,0
ENSG00000170017,ALCAM,ENSDARG00000026531,alcama,ortholog_one2many,1,75
ENSG00000264772,,,,,,
ENSG00000128266,GNAZ,ENSDARG00000099844,GNAZ,ortholog_one2one,1,25
ENSG00000284165,,,,,,
ENSG00000209582,SNORA48,,,,,
ENSG00000238917,SNORD10,ENSDARG00000081103,,ortholog_one2one,0,
ENSG00000277985,SNORA67,,,,,
ENSG00000283883,VPS53,,,,,
ENSG00000129226,CD68,ENSDARG00000055504,cd68,ortholog_one2one,0,0
ENSG00000283438,Metazoa_SRP,,,,,
ENSG00000275635,U7,,,,,
ENSG00000186716,BCR,ENSDARG00000079286,bcr,ortholog_one2many,1,0
ENSG00000186716,BCR,ENSDARG00000042329,BCR,ortholog_one2many,1,0
ENSG00000243136,RN7SL22P,,,,,
ENSG00000119630,PGF,ENSDARG00000076767,pgfb,ortholog_one2many,1,0
ENSG00000119630,PGF,ENSDARG00000115359,,ortholog_one2many,0,0
ENSG00000198467,TPM2,ENSDARG00000104682,tpm2,ortholog_one2one,1,25
ENSG00000277443,MARCKS,ENSDARG00000008803,marcksb,ortholog_one2many,1,0
ENSG00000277443,MARCKS,ENSDARG00000004049,marcksa,ortholog_one2many,1,0
ENSG00000251066,,,,,,
ENSG00000206181,ELOA2,ENSDARG00000102365,eloa,ortholog_one2many,0,0
ENSG00000249380,,,,,,
ENSG00000265681,RPL17,ENSDARG00000057556,rpl17,ortholog_one2one,1,0
ENSG00000279118,,,,,,
ENSG00000172594,SMPDL3A,ENSDARG00000053119,smpdl3a,ortholog_one2one,1,100
ENSG00000272239,,,,,,
ENSG00000249607,TRPC6P9,,,,,
ENSG00000215325,ASS1P10,,,,,
ENSG00000140749,IGSF6,ENSDARG00000093074,si:ch211-139g16.8,ortholog_one2one,0,0
ENSG00000255483,METTL5P4,,,,,
ENSG00000233829,RPL26P15,,,,,
ENSG00000285568,,,,,,
ENSG00000249363,TRPC6P2,,,,,
ENSG00000270996,,,,,,
ENSG00000173930,SLCO4C1,,,,,
ENSG00000237162,RPS20P9,,,,,
ENSG00000285182,FNBP4,,,,,
ENSG00000226700,MTND4P25,,,,,
ENSG00000129255,MPDU1,ENSDARG00000035562,mpdu1a,ortholog_one2many,0,25
ENSG00000129255,MPDU1,ENSDARG00000040265,mpdu1b,ortholog_one2many,1,25
ENSG00000074201,CLNS1A,ENSDARG00000103027,clns1a,ortholog_one2one,1,75
ENSG00000223739,RPS15AP15,,,,,
ENSG00000232403,RPL27P5,,,,,
ENSG00000213626,LBH,ENSDARG00000111701,lbh,ortholog_one2one,1,0
ENSG00000207248,RNU6-1005P,,,,,
ENSG00000207042,RNU6-196P,,,,,
ENSG00000260306,,,,,,
ENSG00000276721,,,,,,
ENSG00000140740,UQCRC2,ENSDARG00000071691,uqcrc2b,ortholog_one2one,1,25
ENSG00000218424,NDUFS5P1,,,,,
ENSG00000251135,,,,,,
ENSG00000213133,PPP1R14BP5,,,,,
ENSG00000113532,ST8SIA4,ENSDARG00000103600,st8sia4,ortholog_one2one,1,25
ENSG00000180233,ZNRF2,ENSDARG00000098792,znrf2b,ortholog_one2one,1,50
ENSG00000223298,RNY3P8,,,,,
ENSG00000219298,,,,,,
ENSG00000200211,RNY4P27,,,,,
ENSG00000173626,TRAPPC3L,,,,,
ENSG00000271492,MEMO1P5,,,,,
ENSG00000243667,DNAAF10,ENSDARG00000037334,dnaaf10,ortholog_one2one,1,50
ENSG00000134873,CLDN10,ENSDARG00000058906,cldn10d,ortholog_one2many,0,0
ENSG00000134873,CLDN10,ENSDARG00000104528,cldn10b,ortholog_one2many,1,0
ENSG00000134873,CLDN10,ENSDARG00000058937,cldn10a,ortholog_one2many,1,25
ENSG00000134873,CLDN10,ENSDARG00000099598,,ortholog_one2many,0,0
ENSG00000154478,GPR26,ENSDARG00000074389,gpr26,ortholog_one2one,1,50
ENSG00000146409,SLC18B1,ENSDARG00000044047,slc18b1,ortholog_one2one,1,0
ENSG00000107518,ATRNL1,ENSDARG00000077188,atrnl1a,ortholog_one2many,1,50
ENSG00000107518,ATRNL1,ENSDARG00000006420,atrnl1b,ortholog_one2many,1,50
ENSG00000242609,CCDC137P1,,,,,
ENSG00000230614,DYNLL1P7,,,,,
ENSG00000279945,,,,,,
ENSG00000239288,BRD7P7,,,,,
ENSG00000285489,Y_RNA,,,,,
ENSG00000285503,,,,,,
ENSG00000128923,MINDY2,ENSDARG00000017431,mindy2,ortholog_one2one,1,75
ENSG00000285046,RNA5SP340,,,,,
ENSG00000261535,,,,,,
ENSG00000285031,Y_RNA,,,,,
ENSG00000214405,RAP1BP2,,,,,
ENSG00000284852,YPEL5P2,,,,,
ENSG00000225662,RPL14P2,,,,,
ENSG00000285121,MTCH2,,,,,
ENSG00000234545,FAM133B,ENSDARG00000013863,fam133b,ortholog_one2many,0,25
ENSG00000223392,CLDN10-AS1,,,,,
ENSG00000119718,EIF2B2,ENSDARG00000041397,eif2b2,ortholog_one2one,1,0
ENSG00000134874,DZIP1,ENSDARG00000000943,dzip1,ortholog_one2one,1,75
ENSG00000163412,EIF4E3,ENSDARG00000005078,eif4e3,ortholog_one2one,1,0
ENSG00000249774,,,,,,
ENSG00000134970,TMED7,ENSDARG00000046022,tmed7,ortholog_one2one,1,0
ENSG00000261116,,,,,,
ENSG00000242206,RPS26P35,,,,,
ENSG00000287736,PTCSC1,,,,,
ENSG00000219150,,,,,,
ENSG00000214457,RPL7P29,,,,,
ENSG00000046889,PREX2,ENSDARG00000071692,prex2,ortholog_one2one,1,100
ENSG00000146072,TNFRSF21,ENSDARG00000001807,tnfrsf21,ortholog_one2one,1,50
ENSG00000186367,MINAR2,ENSDARG00000078922,minar2,ortholog_one2one,0,75
ENSG00000239528,RPS14P8,,,,,
ENSG00000279130,,,,,,
ENSG00000229503,RPL21P37,,,,,
ENSG00000249582,RPL7L1P4,,,,,
ENSG00000235586,,,,,,
ENSG00000186854,TRABD2A,,,,,
ENSG00000205302,SNX2,ENSDARG00000104128,snx2,ortholog_one2one,1,0
ENSG00000118514,ALDH8A1,ENSDARG00000036776,aldh8a1,ortholog_one2one,1,100
ENSG00000258646,,,,,,
ENSG00000279594,,,,,,
ENSG00000227948,,,,,,
ENSG00000169902,TPST1,ENSDARG00000073872,tpst1,ortholog_one2one,1,0
ENSG00000119684,MLH3,ENSDARG00000056334,mlh3,ortholog_one2one,0,0
ENSG00000213553,RPLP0P6,,,,,
ENSG00000228902,ST6GALNAC2P1,,,,,
ENSG00000256448,,,,,,
ENSG00000225045,MTND5P27,,,,,
ENSG00000255246,,,,,,
ENSG00000236794,BCRP8,,,,,
ENSG00000285529,,,,,,
ENSG00000115363,EVA1A,ENSDARG00000067927,EVA1A,ortholog_one2many,1,0
ENSG00000115363,EVA1A,ENSDARG00000061405,eva1a,ortholog_one2many,1,25
ENSG00000240160,RN7SL263P,,,,,
ENSG00000230701,FBXW4P1,,,,,
ENSG00000165752,STK32C,,,,,
ENSG00000288683,,,,,,
ENSG00000109944,JHY,ENSDARG00000068982,jhy,ortholog_one2one,0,25
ENSG00000185551,NR2F2,ENSDARG00000040926,nr2f2,ortholog_one2one,1,25
ENSG00000070669,ASNS,ENSDARG00000016375,asns,ortholog_one2one,1,50
ENSG00000240107,SSX2IPP1,,,,,
ENSG00000241738,ZNF90P1,,,,,
ENSG00000240156,COX6CP6,,,,,
ENSG00000111880,RNGTT,ENSDARG00000032261,rngtt,ortholog_one2one,1,50
ENSG00000102580,DNAJC3,ENSDARG00000041110,dnajc3a,ortholog_many2many,1,50
ENSG00000284195,MIR6852,,,,,
ENSG00000240959,ST13P14,,,,,
ENSG00000107175,CREB3,ENSDARG00000020926,creb3l3l,ortholog_one2one,0,0
ENSG00000226082,RPS10P10,,,,,
ENSG00000249992,TMEM158,,,,,
ENSG00000163377,TAFA4,ENSDARG00000099464,tafa2,ortholog_one2many,0,0
ENSG00000163377,TAFA4,ENSDARG00000077626,tafa4a,ortholog_one2many,0,25
ENSG00000100116,GCAT,ENSDARG00000005643,gcat,ortholog_one2one,1,0
ENSG00000137714,FDX1,,,,,
ENSG00000176142,TMEM39A,ENSDARG00000102746,tmem39a,ortholog_one2one,1,0
ENSG00000273792,,,,,,
ENSG00000143889,HNRNPLL,ENSDARG00000116101,,ortholog_one2one,0,0
ENSG00000103995,CEP152,ENSDARG00000075725,cep152,ortholog_one2one,1,50
ENSG00000137699,TRIM29,,,,,
ENSG00000232342,,,,,,
ENSG00000278761,DUX4L11,,,,,
ENSG00000070190,DAPP1,ENSDARG00000039535,dapp1,ortholog_one2one,1,25
ENSG00000104879,CKM,,,,,
ENSG00000271670,,,,,,
ENSG00000229622,MTND5P2,,,,,
ENSG00000154473,BUB3,ENSDARG00000075883,bub3,ortholog_one2one,1,25
ENSG00000227714,MTND6P18,,,,,
ENSG00000273945,MIR6853,,,,,
ENSG00000232373,MTCYBP3,,,,,
ENSG00000276809,,,,,,
ENSG00000070610,GBA2,ENSDARG00000061472,gba2,ortholog_one2one,1,25
ENSG00000102595,UGGT2,ENSDARG00000062089,uggt2,ortholog_one2one,1,75
ENSG00000254065,,,,,,
ENSG00000254037,,,,,,
ENSG00000184374,COLEC10,ENSDARG00000104752,COLEC10,ortholog_one2one,1,50
ENSG00000283114,NDUFB11P1,,,,,
ENSG00000283062,PGAM1P9,,,,,
ENSG00000101665,SMAD7,ENSDARG00000016858,smad7,ortholog_one2one,1,75
ENSG00000227753,RPL36AP31,,,,,
ENSG00000260395,,,,,,
ENSG00000253756,CARS1P2,,,,,
ENSG00000260452,TPRKBP2,,,,,
ENSG00000200652,,,,,,
ENSG00000279405,,,,,,
ENSG00000200138,RNY1P10,,,,,
ENSG00000268101,CYP2G2P,,,,,
ENSG00000283662,,,,,,
ENSG00000188322,SBK1,ENSDARG00000056294,sbk1,ortholog_one2one,1,0
ENSG00000156787,TBC1D31,ENSDARG00000074623,tbc1d31,ortholog_one2one,1,0
ENSG00000271299,,,,,,
ENSG00000250672,,,,,,
ENSG00000269509,BNIP3P34,,,,,
ENSG00000271585,SELENOTP2,,,,,
ENSG00000213488,,,,,,
ENSG00000199564,RNA5SP502,,,,,
ENSG00000238426,Y_RNA,,,,,
ENSG00000169302,STK32A,,,,,
ENSG00000226641,SHISA5P1,,,,,
ENSG00000126261,UBA2,ENSDARG00000101332,uba2,ortholog_one2one,1,0
ENSG00000271623,,,,,,
ENSG00000128310,GALR3,ENSDARG00000105113,galr2b,ortholog_one2one,0,0
ENSG00000275429,MIR6862-1,,,,,
ENSG00000264573,RN7SL15P,,,,,
ENSG00000261089,CDC37P2,,,,,
ENSG00000225238,GEMIN7P1,,,,,
ENSG00000270118,,,,,,
ENSG00000212207,RNU6-1321P,,,,,
ENSG00000217624,YWHAZP10,,,,,
ENSG00000261832,,,,,,
