Gene stable ID,Gene name,Human gene name,Human gene stable ID,Human homology type,"Human orthology confidence [0 low, 1 high]",Human Gene-order conservation score
ENSDARG00000094706,cxcl11.6,CXCL9,ENSG00000138755,ortholog_one2many,0,0
ENSDARG00000056119,EEF1G,EEF1G,ENSG00000254772,ortholog_one2one,1,0
ENSDARG00000094023,si:dkeyp-79f4.1,,,,,
ENSDARG00000036147,ANO5,ANO5,ENSG00000171714,ortholog_one2many,1,50
ENSDARG00000104085,ABCD3,ABCD3,ENSG00000117528,ortholog_one2many,1,25
ENSDARG00000093738,pth1a,PTH,ENSG00000152266,ortholog_one2many,0,50
ENSDARG00000033802,cyp27a1.1,CYP27A1,ENSG00000135929,ortholog_one2many,0,0
ENSDARG00000077899,si:dkey-28d5.12,,,,,
ENSDARG00000033175,SNRPE,SNRPE,ENSG00000182004,ortholog_one2one,1,50
ENSDARG00000069669,ADRA2C,ADRA2C,ENSG00000184160,ortholog_one2one,1,50
ENSDARG00000087424,si:dkey-187j14.6,,,,,
ENSDARG00000037932,LIN7B,LIN7B,ENSG00000104863,ortholog_one2one,1,0
ENSDARG00000079516,CISD1,CISD1,ENSG00000122873,ortholog_one2one,1,0
ENSDARG00000060126,acyp1,,,,,
ENSDARG00000070683,DKK3,DKK3,ENSG00000050165,ortholog_one2many,1,50
ENSDARG00000115633,si:dkey-83f18.3,,,,,
ENSDARG00000076618,TM2D3,TM2D3,ENSG00000184277,ortholog_one2one,1,0
ENSDARG00000002344,tubb4b,,,,,
ENSDARG00000112419,col6a4b,COL6A6,ENSG00000206384,ortholog_one2many,0,0
ENSDARG00000086272,si:dkey-4p15.5,,,,,
ENSDARG00000019208,CAMSAP1,CAMSAP1,ENSG00000130559,ortholog_one2many,1,0
ENSDARG00000101948,si:ch211-39d8.1,,,,,
ENSDARG00000043288,IMPACT,IMPACT,ENSG00000154059,ortholog_one2one,1,0
ENSDARG00000039852,ftr93,,,,,
ENSDARG00000079850,dchs1b,,,,,
ENSDARG00000104820,psd3l,PSD3,ENSG00000156011,ortholog_one2one,0,25
ENSDARG00000006584,PHF8,PHF8,ENSG00000172943,ortholog_one2one,1,0
ENSDARG00000105419,si:dkey-28d5.5,,,,,
ENSDARG00000079374,tjp1b,TJP1,ENSG00000104067,ortholog_one2many,0,0
ENSDARG00000062171,OLFML3,OLFML3,ENSG00000116774,ortholog_one2many,1,25
ENSDARG00000038067,SMURF2,SMURF2,ENSG00000108854,ortholog_one2one,1,0
ENSDARG00000092384,si:dkey-28d5.3,,,,,
ENSDARG00000004502,RCOR3,RCOR3,ENSG00000117625,ortholog_one2one,1,0
ENSDARG00000095750,FDXACB1,FDXACB1,ENSG00000255561,ortholog_one2one,1,50
ENSDARG00000051783,RPLP0,RPLP0,ENSG00000089157,ortholog_one2one,1,0
ENSDARG00000076306,LOXL3,LOXL3,ENSG00000115318,ortholog_one2many,1,0
ENSDARG00000094716,si:dkey-83f18.6,,,,,
ENSDARG00000059267,HOXD11,HOXD11,ENSG00000128713,ortholog_one2many,1,100
ENSDARG00000062806,TTLL9,TTLL9,ENSG00000131044,ortholog_one2one,1,0
ENSDARG00000094294,si:dkey-28d5.9,,,,,
ENSDARG00000086418,si:ch211-236p5.3,,,,,
ENSDARG00000029635,olfcq13,,,,,
ENSDARG00000093673,si:dkey-28d5.4,,,,,
ENSDARG00000008592,MTMR8,MTMR8,ENSG00000102043,ortholog_one2one,1,100
ENSDARG00000111096,pimr102,,,,,
ENSDARG00000092624,SPTBN4,SPTBN4,ENSG00000160460,ortholog_one2many,1,50
ENSDARG00000059256,hoxd13a,,,,,
ENSDARG00000052247,ALKBH4,ALKBH4,ENSG00000160993,ortholog_one2one,1,25
ENSDARG00000055346,si:dkey-83f18.2,,,,,
ENSDARG00000097639,si:ch73-265h17.4,,,,,
ENSDARG00000037892,PSMC3IP,PSMC3IP,ENSG00000131470,ortholog_one2one,1,75
ENSDARG00000086453,gja9b,GJA9,ENSG00000131233,ortholog_one2one,0,0
ENSDARG00000059801,pdzd2,PDZD2,ENSG00000133401,ortholog_one2one,0,0
ENSDARG00000019130,PLK2,PLK2,ENSG00000145632,ortholog_one2many,1,75
ENSDARG00000078598,si:ch1073-184j22.2,,,,,
ENSDARG00000087714,si:ch211-226o13.1,,,,,
ENSDARG00000061858,zgc:153968,TPSD1,ENSG00000095917,ortholog_many2many,0,0
ENSDARG00000061858,zgc:153968,TPSG1,ENSG00000116176,ortholog_many2many,0,0
ENSDARG00000061858,zgc:153968,TPSAB1,ENSG00000172236,ortholog_many2many,0,0
ENSDARG00000061858,zgc:153968,TPSB2,ENSG00000197253,ortholog_many2many,0,0
ENSDARG00000086256,si:ch211-236p5.2,,,,,
ENSDARG00000077081,SLC38A10,SLC38A10,ENSG00000157637,ortholog_one2one,1,100
ENSDARG00000095757,si:dkey-28d5.1,,,,,
ENSDARG00000055009,COL4A1,COL4A1,ENSG00000187498,ortholog_one2one,1,100
ENSDARG00000114935,si:dkeyp-53e4.4,,,,,
ENSDARG00000028699,CRKL,CRKL,ENSG00000099942,ortholog_one2one,1,0
ENSDARG00000020080,ek1,,,,,
ENSDARG00000088713,si:ch211-226h8.14,,,,,
ENSDARG00000102035,SLC52A2,SLC52A2,ENSG00000185803,ortholog_one2many,1,0
ENSDARG00000102035,SLC52A2,SLC52A1,ENSG00000132517,ortholog_one2many,1,0
ENSDARG00000060452,SDK2,SDK2,ENSG00000069188,ortholog_one2many,1,50
ENSDARG00000003085,STAMBPL1,STAMBPL1,ENSG00000138134,ortholog_one2one,1,75
ENSDARG00000052027,TSPAN1,TSPAN1,ENSG00000117472,ortholog_one2one,1,75
ENSDARG00000097761,si:dkey-181d19.3,,,,,
ENSDARG00000077414,zgc:194312,,,,,
ENSDARG00000036942,gpd1c,,,,,
ENSDARG00000035631,SDF2L1,SDF2L1,ENSG00000128228,ortholog_one2one,1,50
ENSDARG00000063003,ALKBH5,ALKBH5,ENSG00000091542,ortholog_one2one,1,0
ENSDARG00000096583,si:ch211-201p7.9,,,,,
ENSDARG00000087392,si:ch73-160p18.3,,,,,
ENSDARG00000075831,SLC7A8,SLC7A8,ENSG00000092068,ortholog_one2many,1,0
ENSDARG00000088189,si:ch211-135n15.3,,,,,
ENSDARG00000052348,smarca5,,,,,
ENSDARG00000017901,TLN2,TLN2,ENSG00000171914,ortholog_one2many,1,0
ENSDARG00000018124,PSMD3,PSMD3,ENSG00000108344,ortholog_one2one,1,0
ENSDARG00000100400,si:ch1073-435i13.1,,,,,
ENSDARG00000008542,YOD1,YOD1,ENSG00000180667,ortholog_one2one,1,25
ENSDARG00000101871,si:dkey-31g6.9,,,,,
ENSDARG00000103745,si:dkey-237i9.7,,,,,
ENSDARG00000046030,zgc:110339,,,,,
ENSDARG00000102142,ECE2,ECE2,ENSG00000145194,ortholog_one2one,1,0
ENSDARG00000020929,CYRIB,CYRIB,ENSG00000153310,ortholog_one2many,1,50
ENSDARG00000091977,si:dkey-195m1.4,,,,,
ENSDARG00000102736,SARS2,SARS2,ENSG00000104835,ortholog_one2one,1,0
ENSDARG00000063001,atp8a1,ATP8A1,ENSG00000124406,ortholog_one2many,0,75
ENSDARG00000078757,si:ch211-212c13.8,PZP,ENSG00000126838,ortholog_many2many,0,0
ENSDARG00000078757,si:ch211-212c13.8,A2ML1,ENSG00000166535,ortholog_many2many,0,0
ENSDARG00000103683,INPP5B,INPP5B,ENSG00000204084,ortholog_one2one,1,50
ENSDARG00000014171,BLOC1S1,BLOC1S1,ENSG00000135441,ortholog_one2one,1,25
ENSDARG00000077126,SNRNP70,SNRNP70,ENSG00000104852,ortholog_one2one,1,25
ENSDARG00000062174,cacnb4b,,,,,
ENSDARG00000042652,RREB1,RREB1,ENSG00000124782,ortholog_one2many,1,25
ENSDARG00000054340,SLA,SLA,ENSG00000155926,ortholog_one2many,1,50
ENSDARG00000100283,si:dkey-250k10.3,,,,,
ENSDARG00000093794,,,,,,
ENSDARG00000042900,GTPBP1,GTPBP1,ENSG00000100226,ortholog_one2many,1,0
ENSDARG00000109604,si:ch211-197f20.2,,,,,
ENSDARG00000096632,si:dkey-22o12.7,,,,,
ENSDARG00000005927,TBC1D17,TBC1D17,ENSG00000104946,ortholog_one2one,1,25
ENSDARG00000056929,kdm6bb,KDM6B,ENSG00000132510,ortholog_one2many,0,25
ENSDARG00000020749,caprin2,CAPRIN2,ENSG00000110888,ortholog_one2one,0,0
ENSDARG00000093823,si:ch211-102c2.8,,,,,
ENSDARG00000005139,HHATL,HHATL,ENSG00000010282,ortholog_one2many,1,25
ENSDARG00000074476,odam,,,,,
ENSDARG00000088315,si:ch211-103f14.3,,,,,
ENSDARG00000104837,NUDC,NUDC,ENSG00000090273,ortholog_one2one,1,25
ENSDARG00000105434,GRXCR1,GRXCR1,ENSG00000215203,ortholog_one2many,1,50
ENSDARG00000102258,si:dkey-1b17.1,,,,,
ENSDARG00000103564,si:dkeyp-30d6.2,GBP6,ENSG00000183347,ortholog_one2many,0,0
ENSDARG00000075058,GABRA6,GABRA6,ENSG00000145863,ortholog_one2many,1,0
ENSDARG00000073752,CACNA2D1,CACNA2D1,ENSG00000153956,ortholog_one2many,1,75
ENSDARG00000078620,nlrp3,,,,,
ENSDARG00000061986,TBC1D2B,TBC1D2B,ENSG00000167202,ortholog_one2one,1,25
ENSDARG00000095989,si:dkey-25i10.5p,,,,,
ENSDARG00000057830,dnmt3bb.2,DNMT3L,ENSG00000142182,ortholog_many2many,0,0
ENSDARG00000008239,MOCS3,MOCS3,ENSG00000124217,ortholog_one2one,1,0
ENSDARG00000009685,PPA2,PPA2,ENSG00000138777,ortholog_one2one,1,100
ENSDARG00000092115,eif4a1a,,,,,
ENSDARG00000063594,hipk1a,HIPK1,ENSG00000163349,ortholog_one2many,0,0
ENSDARG00000090916,si:ch211-186e20.5p,,,,,
ENSDARG00000018508,ZDHHC8,ZDHHC8,ENSG00000099904,ortholog_one2one,1,0
ENSDARG00000017504,shtn2,,,,,
ENSDARG00000078012,zgc:162060,,,,,
ENSDARG00000076699,IPMK,IPMK,ENSG00000151151,ortholog_one2many,1,0
ENSDARG00000030402,twist1a,,,,,
ENSDARG00000063049,thtpa,THTPA,ENSG00000259431,ortholog_one2many,0,25
ENSDARG00000015610,TUBG1,TUBG1,ENSG00000131462,ortholog_one2one,1,100
ENSDARG00000078301,zgc:162255,C6orf89,ENSG00000198663,ortholog_one2one,0,0
ENSDARG00000091293,DMXL2,DMXL2,ENSG00000104093,ortholog_one2one,1,50
ENSDARG00000103310,si:dkey-8o9.5,,,,,
ENSDARG00000002609,RNF145,RNF145,ENSG00000145860,ortholog_one2many,1,75
ENSDARG00000069478,SLC13A3,SLC13A3,ENSG00000158296,ortholog_one2one,1,25
ENSDARG00000103259,opn4xb,,,,,
ENSDARG00000012741,MACO1,MACO1,ENSG00000204178,ortholog_one2many,1,75
ENSDARG00000090427,efna4,,,,,
ENSDARG00000060069,ISOC1,ISOC1,ENSG00000066583,ortholog_one2one,1,100
ENSDARG00000042656,NRN1,NRN1,ENSG00000124785,ortholog_one2many,1,25
ENSDARG00000043271,morc3b,MORC4,ENSG00000133131,ortholog_many2many,0,0
ENSDARG00000097229,si:ch211-226h8.15,,,,,
ENSDARG00000002216,TBX3,TBX3,ENSG00000135111,ortholog_one2one,1,0
ENSDARG00000039754,XPC,XPC,ENSG00000154767,ortholog_one2one,1,0
ENSDARG00000068290,si:dkey-286h2.3,,,,,
ENSDARG00000020984,SLC16A10,SLC16A10,ENSG00000112394,ortholog_one2one,1,25
ENSDARG00000070781,GJD2,GJD2,ENSG00000159248,ortholog_one2many,1,25
ENSDARG00000105590,si:cabz01007794.1,,,,,
ENSDARG00000019741,ccndx,CCND3,ENSG00000112576,ortholog_many2many,0,0
ENSDARG00000036698,znf865,ZNF865,ENSG00000261221,ortholog_one2many,0,0
ENSDARG00000097668,si:ch211-139l2.1,,,,,
ENSDARG00000095118,si:dkey-211f1.1,,,,,
ENSDARG00000040732,ELAVL2,ELAVL2,ENSG00000107105,ortholog_one2one,1,0
ENSDARG00000096000,si:dkey-29j8.2,,,,,
ENSDARG00000033489,UBE2J1,UBE2J1,ENSG00000198833,ortholog_one2one,1,50
ENSDARG00000021681,ASRGL1,ASRGL1,ENSG00000162174,ortholog_one2one,1,0
ENSDARG00000091800,zgc:174260,,,,,
ENSDARG00000076476,zgc:173770,,,,,
ENSDARG00000097203,si:ch211-176l24.4,,,,,
ENSDARG00000057004,fgl1b,,,,,
ENSDARG00000095782,si:ch211-209l18.6,,,,,
ENSDARG00000045773,PYURF,PYURF,ENSG00000145337,ortholog_one2one,1,0
ENSDARG00000094422,si:dkey-12l12.1,,,,,
ENSDARG00000042090,si:ch73-55i23.1,PLA2G4C,ENSG00000105499,ortholog_one2many,0,0
ENSDARG00000058226,AK3,AK3,ENSG00000147853,ortholog_one2one,1,0
ENSDARG00000074505,MTURN,MTURN,ENSG00000180354,ortholog_one2one,1,0
ENSDARG00000097889,si:ch73-265h17.2,,,,,
ENSDARG00000042308,ARHGEF18,ARHGEF18,ENSG00000104880,ortholog_one2many,1,0
ENSDARG00000004794,CCDC146,CCDC146,ENSG00000135205,ortholog_one2one,1,50
ENSDARG00000067701,myoz3a,MYOZ3,ENSG00000164591,ortholog_one2many,0,0
ENSDARG00000019239,cul1a,CUL1,ENSG00000055130,ortholog_one2many,0,25
ENSDARG00000094910,si:dkey-22i16.7,,,,,
ENSDARG00000060392,ASH2L,ASH2L,ENSG00000129691,ortholog_one2one,1,0
ENSDARG00000086103,SLC37A1,SLC37A1,ENSG00000160190,ortholog_one2one,1,50
ENSDARG00000037059,SLC44A2,SLC44A2,ENSG00000129353,ortholog_one2many,1,0
ENSDARG00000043661,cadpsa,,,,,
ENSDARG00000071499,cxcl32b.1,CX3CL1,ENSG00000006210,ortholog_one2many,0,0
ENSDARG00000071499,cxcl32b.1,CCL11,ENSG00000172156,ortholog_one2many,0,0
ENSDARG00000071499,cxcl32b.1,CCL8,ENSG00000108700,ortholog_one2many,0,0
ENSDARG00000071499,cxcl32b.1,CCL2,ENSG00000108691,ortholog_one2many,0,0
ENSDARG00000071499,cxcl32b.1,CCL13,ENSG00000181374,ortholog_one2many,0,0
ENSDARG00000071499,cxcl32b.1,CCL25,ENSG00000131142,ortholog_one2many,0,0
ENSDARG00000071499,cxcl32b.1,CCL7,ENSG00000108688,ortholog_one2many,0,0
ENSDARG00000056029,CYP26C1,CYP26C1,ENSG00000187553,ortholog_one2one,1,0
ENSDARG00000105712,,,,,,
ENSDARG00000044584,TEX261,TEX261,ENSG00000144043,ortholog_one2one,1,25
ENSDARG00000063559,pigx,PIGX,ENSG00000163964,ortholog_one2one,0,25
ENSDARG00000018461,zgc:56095,FTHL17,ENSG00000132446,ortholog_many2many,0,0
ENSDARG00000018461,zgc:56095,FTMT,ENSG00000181867,ortholog_many2many,0,0
ENSDARG00000018461,zgc:56095,FTL,ENSG00000087086,ortholog_many2many,0,0
ENSDARG00000097748,si:dkey-101c24.2,,,,,
ENSDARG00000100963,si:ch211-60d22.1,,,,,
ENSDARG00000095530,si:rp71-78h1.1,,,,,
ENSDARG00000075416,hscb,HSCB,ENSG00000100209,ortholog_one2one,0,0
ENSDARG00000096001,si:dkey-240n22.8,,,,,
ENSDARG00000091916,ugt5b4,UGT1A5,ENSG00000288705,ortholog_many2many,0,0
ENSDARG00000091916,ugt5b4,UGT1A4,ENSG00000244474,ortholog_many2many,0,0
ENSDARG00000091916,ugt5b4,UGT1A3,ENSG00000288702,ortholog_many2many,0,0
ENSDARG00000091916,ugt5b4,UGT1A6,ENSG00000167165,ortholog_many2many,0,0
ENSDARG00000091916,ugt5b4,UGT2A3,ENSG00000135220,ortholog_many2many,0,0
ENSDARG00000091916,ugt5b4,UGT2B7,ENSG00000171234,ortholog_many2many,0,0
ENSDARG00000091916,ugt5b4,UGT2B4,ENSG00000156096,ortholog_many2many,0,0
ENSDARG00000091916,ugt5b4,UGT2A2,ENSG00000271271,ortholog_many2many,0,0
ENSDARG00000091916,ugt5b4,UGT2A1,ENSG00000173610,ortholog_many2many,0,0
ENSDARG00000091916,ugt5b4,UGT3A1,ENSG00000145626,ortholog_many2many,0,0
ENSDARG00000091916,ugt5b4,UGT2B11,ENSG00000213759,ortholog_many2many,0,0
ENSDARG00000091916,ugt5b4,UGT2B28,ENSG00000135226,ortholog_many2many,0,0
ENSDARG00000091916,ugt5b4,UGT2B10,ENSG00000109181,ortholog_many2many,0,0
ENSDARG00000091916,ugt5b4,UGT2B15,ENSG00000196620,ortholog_many2many,0,0
ENSDARG00000091916,ugt5b4,UGT2B17,ENSG00000197888,ortholog_many2many,0,0
ENSDARG00000091916,ugt5b4,UGT1A8,ENSG00000242366,ortholog_many2many,0,0
ENSDARG00000091916,ugt5b4,UGT1A10,ENSG00000242515,ortholog_many2many,0,0
ENSDARG00000091916,ugt5b4,UGT1A7,ENSG00000244122,ortholog_many2many,0,0
ENSDARG00000091916,ugt5b4,UGT1A9,ENSG00000241119,ortholog_many2many,0,0
ENSDARG00000093890,si:dkey-203c4.2,,,,,
ENSDARG00000102756,nr0b2b,NR0B2,ENSG00000131910,ortholog_one2many,0,25
ENSDARG00000026771,TMEM41A,TMEM41A,ENSG00000163900,ortholog_one2one,1,0
ENSDARG00000105831,si:dkey-240n22.10,,,,,
ENSDARG00000090489,ANKRD66,ANKRD66,ENSG00000230062,ortholog_one2one,1,25
ENSDARG00000025850,RPS21,RPS21,ENSG00000171858,ortholog_one2one,1,0
ENSDARG00000079858,TMEM163,TMEM163,ENSG00000152128,ortholog_one2many,1,50
ENSDARG00000025106,ppp3cb,,,,,
ENSDARG00000104325,PLEK,PLEK,ENSG00000115956,ortholog_one2one,1,50
ENSDARG00000038814,myripb,MYRIP,ENSG00000170011,ortholog_many2many,1,0
ENSDARG00000038814,myripb,MOBP,ENSG00000168314,ortholog_many2many,0,0
ENSDARG00000071643,zgc:171490,,,,,
ENSDARG00000102027,si:dkey-172k15.11,,,,,
ENSDARG00000089078,col23a1b,,,,,
ENSDARG00000008098,ifit9,,,,,
ENSDARG00000087583,si:ch211-154a22.8,,,,,
ENSDARG00000034541,TGFBR2,TGFBR2,ENSG00000163513,ortholog_one2many,1,75
ENSDARG00000070416,zgc:162816,,,,,
ENSDARG00000098880,pclob,PCLO,ENSG00000186472,ortholog_one2many,0,100
ENSDARG00000054128,im:7136021,,,,,
ENSDARG00000034268,SLIT3,SLIT3,ENSG00000184347,ortholog_one2one,1,0
ENSDARG00000092090,si:ch211-125e6.12,REG1B,ENSG00000172023,ortholog_many2many,0,0
ENSDARG00000092090,si:ch211-125e6.12,REG1A,ENSG00000115386,ortholog_many2many,0,0
ENSDARG00000092090,si:ch211-125e6.12,REG3A,ENSG00000172016,ortholog_many2many,0,0
ENSDARG00000092090,si:ch211-125e6.12,REG3G,ENSG00000143954,ortholog_many2many,0,0
ENSDARG00000052082,gabarapb,,,,,
ENSDARG00000046053,SLC27A6,SLC27A6,ENSG00000113396,ortholog_one2one,1,75
ENSDARG00000095951,si:ch211-222h17.9,,,,,
ENSDARG00000031795,ABCF1,ABCF1,ENSG00000204574,ortholog_one2one,1,0
ENSDARG00000070047,RGS4,RGS4,ENSG00000117152,ortholog_one2one,1,25
ENSDARG00000075619,cenpo,CENPO,ENSG00000138092,ortholog_one2one,0,0
ENSDARG00000075354,espl1,ESPL1,ENSG00000135476,ortholog_one2one,0,25
ENSDARG00000091509,atp6ap1la,,,,,
ENSDARG00000098202,si:ch211-233b16.5,,,,,
ENSDARG00000091864,zgc:158701,,,,,
ENSDARG00000095639,si:dkey-177p2.5,,,,,
ENSDARG00000041483,PAQR6,PAQR6,ENSG00000160781,ortholog_one2one,1,25
ENSDARG00000022340,UFC1,UFC1,ENSG00000143222,ortholog_one2one,1,0
ENSDARG00000092456,si:ch211-188i4.4,,,,,
ENSDARG00000042322,si:dkey-177p2.6,,,,,
ENSDARG00000078865,CXXC5,CXXC5,ENSG00000171604,ortholog_one2many,1,0
ENSDARG00000053124,si:dkey-148a17.6,,,,,
ENSDARG00000088202,SH3D19,SH3D19,ENSG00000109686,ortholog_one2one,1,75
ENSDARG00000069307,pomcb,POMC,ENSG00000115138,ortholog_one2many,0,0
ENSDARG00000020497,RAB7A,RAB7A,ENSG00000075785,ortholog_one2many,1,0
ENSDARG00000052895,HTRA3,HTRA3,ENSG00000170801,ortholog_one2many,1,0
ENSDARG00000039220,ST6GALNAC5,ST6GALNAC5,ENSG00000117069,ortholog_one2many,1,75
ENSDARG00000005218,WRNIP1,WRNIP1,ENSG00000124535,ortholog_one2one,1,50
ENSDARG00000076449,KBTBD13,KBTBD13,ENSG00000234438,ortholog_one2one,1,75
ENSDARG00000077471,HMCES,HMCES,ENSG00000183624,ortholog_one2one,1,0
ENSDARG00000030722,xirp1,XIRP1,ENSG00000168334,ortholog_one2one,0,0
ENSDARG00000105636,si:dkey-78a14.2p,,,,,
ENSDARG00000054833,NUCB1,NUCB1,ENSG00000104805,ortholog_one2one,1,0
ENSDARG00000069703,EFHB,EFHB,ENSG00000163576,ortholog_one2one,1,50
ENSDARG00000039966,PROM1,PROM1,ENSG00000007062,ortholog_one2many,1,100
ENSDARG00000075960,cdh24a,CDH24,ENSG00000139880,ortholog_one2many,0,0
ENSDARG00000077790,DCAF15,DCAF15,ENSG00000132017,ortholog_one2one,1,50
ENSDARG00000058220,TADA3,TADA3,ENSG00000171148,ortholog_one2one,1,0
ENSDARG00000075766,SCCPDH,SCCPDH,ENSG00000143653,ortholog_one2many,1,25
ENSDARG00000098535,si:dkey-13a3.5,,,,,
ENSDARG00000020469,MAP3K7,MAP3K7,ENSG00000135341,ortholog_one2one,1,50
ENSDARG00000095734,pimr186,,,,,
ENSDARG00000043304,nop2,NOP2,ENSG00000111641,ortholog_one2one,0,25
ENSDARG00000016160,GMPR,GMPR,ENSG00000137198,ortholog_one2one,1,25
ENSDARG00000096188,si:dkey-84h14.3,,,,,
ENSDARG00000044357,TBC1D23,TBC1D23,ENSG00000036054,ortholog_one2one,1,0
ENSDARG00000086712,si:dkeyp-97b10.3,,,,,
ENSDARG00000095013,si:dkey-240n22.3,,,,,
ENSDARG00000075295,tulp1a,TULP1,ENSG00000112041,ortholog_one2many,0,25
ENSDARG00000060725,DNAJC16,DNAJC16,ENSG00000116138,ortholog_one2many,1,0
ENSDARG00000071592,aqp8a.2,AQP6,ENSG00000086159,ortholog_many2many,0,0
ENSDARG00000071592,aqp8a.2,AQP5,ENSG00000161798,ortholog_many2many,0,0
ENSDARG00000071592,aqp8a.2,AQP10,ENSG00000143595,ortholog_many2many,0,0
ENSDARG00000037960,LRRC17,LRRC17,ENSG00000128606,ortholog_one2one,1,0
ENSDARG00000078864,LATS2,LATS2,ENSG00000150457,ortholog_one2one,1,100
ENSDARG00000035879,FUCA1,FUCA1,ENSG00000179163,ortholog_one2many,1,0
ENSDARG00000094081,si:ch211-139k8.4,,,,,
ENSDARG00000092627,pimr29,,,,,
ENSDARG00000075265,plaua,,,,,
ENSDARG00000093592,si:dkey-108f8.6,,,,,
ENSDARG00000102981,cyp2k16,,,,,
ENSDARG00000007526,NDUFS2,NDUFS2,ENSG00000158864,ortholog_one2one,1,0
ENSDARG00000042005,ELP3,ELP3,ENSG00000134014,ortholog_one2one,1,50
ENSDARG00000017038,zgc:152670,,,,,
ENSDARG00000099771,GNE,GNE,ENSG00000159921,ortholog_one2one,1,0
ENSDARG00000097908,si:dkey-19d21.4,,,,,
ENSDARG00000105520,,,,,,
ENSDARG00000005916,SRPK3,SRPK3,ENSG00000184343,ortholog_one2one,1,50
ENSDARG00000039142,ARPC5,ARPC5,ENSG00000162704,ortholog_one2many,1,0
ENSDARG00000040684,PLCD4,PLCD4,ENSG00000115556,ortholog_one2many,1,50
ENSDARG00000079752,col6a4a,COL6A6,ENSG00000206384,ortholog_one2many,0,25
ENSDARG00000077442,TUBGCP5,TUBGCP5,ENSG00000275835,ortholog_one2one,1,50
ENSDARG00000013855,SLC12A3,SLC12A3,ENSG00000070915,ortholog_one2one,1,100
ENSDARG00000094793,OVCH2,OVCH2,ENSG00000183378,ortholog_one2one,1,50
ENSDARG00000068562,RBM33,RBM33,ENSG00000184863,ortholog_one2many,1,100
ENSDARG00000060165,DNAH7,DNAH7,ENSG00000118997,ortholog_one2one,1,50
ENSDARG00000101911,si:dkeyp-86d6.2,,,,,
ENSDARG00000104721,spink2.6,,,,,
ENSDARG00000042091,BTBD2,BTBD2,ENSG00000133243,ortholog_one2many,1,0
ENSDARG00000091513,C1H3orf70,C3orf70,ENSG00000187068,ortholog_one2many,1,0
ENSDARG00000074282,gaa2,MGAM2,ENSG00000257743,ortholog_many2many,0,0
ENSDARG00000074310,RBFOX3,RBFOX3,ENSG00000167281,ortholog_one2many,1,0
ENSDARG00000092636,si:ch211-260c23.1,,,,,
ENSDARG00000104679,si:dkey-20i10.5,,,,,
ENSDARG00000093165,si:dkey-16p6.2,,,,,
ENSDARG00000056000,olfcq10,,,,,
ENSDARG00000101363,ano2b,ANO2,ENSG00000047617,ortholog_one2many,0,25
ENSDARG00000011262,traip,TRAIP,ENSG00000183763,ortholog_one2one,0,25
ENSDARG00000074168,tasor2,TASOR2,ENSG00000108021,ortholog_one2one,0,0
ENSDARG00000063233,baz1a,BAZ1A,ENSG00000198604,ortholog_one2one,0,75
ENSDARG00000075864,igsf9a,,,,,
ENSDARG00000098016,si:dkeyp-84f3.11,,,,,
ENSDARG00000043177,LSM1,LSM1,ENSG00000175324,ortholog_one2one,1,25
ENSDARG00000061023,borcs6,BORCS6,ENSG00000196544,ortholog_one2one,0,0
ENSDARG00000105536,si:ch211-216p19.8,,,,,
ENSDARG00000044628,DTD1,DTD1,ENSG00000125821,ortholog_one2one,1,0
ENSDARG00000038713,tep1,,,,,
ENSDARG00000061301,GMPR2,GMPR2,ENSG00000100938,ortholog_one2one,1,25
ENSDARG00000061774,MBD3,MBD3,ENSG00000071655,ortholog_one2one,1,25
ENSDARG00000098669,exd1,EXD1,ENSG00000178997,ortholog_one2one,0,0
ENSDARG00000041747,SSPN,SSPN,ENSG00000123096,ortholog_one2one,1,25
ENSDARG00000019962,DOP1A,DOP1A,ENSG00000083097,ortholog_one2one,1,0
ENSDARG00000026654,GOSR1,GOSR1,ENSG00000108587,ortholog_one2one,1,0
ENSDARG00000077988,abcc10,ABCC10,ENSG00000124574,ortholog_many2many,1,0
ENSDARG00000077988,abcc10,ABCC11,ENSG00000121270,ortholog_many2many,0,0
ENSDARG00000044061,adora3a.1,,,,,
ENSDARG00000057911,ACTC1,ACTC1,ENSG00000159251,ortholog_one2one,1,0
ENSDARG00000032708,arl4cb,,,,,
ENSDARG00000013763,RRBP1,RRBP1,ENSG00000125844,ortholog_one2many,1,50
ENSDARG00000101191,si:ch211-255f4.13,,,,,
ENSDARG00000045660,hic1l,,,,,
ENSDARG00000099652,XPOT,XPOT,ENSG00000184575,ortholog_one2one,1,0
ENSDARG00000092427,xirp1,,,,,
ENSDARG00000092659,PPP3R1,PPP3R1,ENSG00000221823,ortholog_one2many,1,100
ENSDARG00000042627,NHSL1,NHSL1,ENSG00000135540,ortholog_one2many,1,25
ENSDARG00000074726,NRDE2,NRDE2,ENSG00000119720,ortholog_one2one,1,25
ENSDARG00000070069,pitx3,PITX1,ENSG00000069011,ortholog_one2one,0,0
ENSDARG00000097102,hmgn1a,,,,,
ENSDARG00000068858,il2rga,IL3RA,ENSG00000185291,ortholog_many2many,0,0
ENSDARG00000068858,il2rga,IL27RA,ENSG00000104998,ortholog_many2many,0,0
ENSDARG00000068858,il2rga,IL2RG,ENSG00000147168,ortholog_many2many,0,0
ENSDARG00000090461,si:ch211-197f20.1,,,,,
